-20	 6	 7.13692e-05
-20	 5.89916	 7.12513e-05
-20	 5.79832	 7.11335e-05
-20	 5.69748	 7.10156e-05
-20	 5.59664	 7.08978e-05
-20	 5.4958	 7.07799e-05
-20	 5.39496	 7.0662e-05
-20	 5.29412	 7.05442e-05
-20	 5.19328	 7.04263e-05
-20	 5.09244	 7.03084e-05
-20	 4.9916	 7.01906e-05
-20	 4.89076	 7.00727e-05
-20	 4.78992	 6.99549e-05
-20	 4.68908	 6.9837e-05
-20	 4.58824	 6.97191e-05
-20	 4.48739	 6.96013e-05
-20	 4.38655	 6.94834e-05
-20	 4.28571	 6.93656e-05
-20	 4.18487	 6.92477e-05
-20	 4.08403	 6.91298e-05
-20	 3.98319	 6.9012e-05
-20	 3.88235	 6.88941e-05
-20	 3.78151	 6.87762e-05
-20	 3.68067	 6.86584e-05
-20	 3.57983	 6.85405e-05
-20	 3.47899	 6.84227e-05
-20	 3.37815	 6.83048e-05
-20	 3.27731	 6.81869e-05
-20	 3.17647	 6.80691e-05
-20	 3.07563	 6.79512e-05
-20	 2.97479	 6.78334e-05
-20	 2.87395	 6.77155e-05
-20	 2.77311	 6.75976e-05
-20	 2.67227	 6.74798e-05
-20	 2.57143	 6.73619e-05
-20	 2.47059	 6.7244e-05
-20	 2.36975	 6.71262e-05
-20	 2.26891	 6.70083e-05
-20	 2.16807	 6.68905e-05
-20	 2.06723	 6.67726e-05
-20	 1.96639	 6.66547e-05
-20	 1.86555	 6.65369e-05
-20	 1.76471	 6.6419e-05
-20	 1.66387	 6.63012e-05
-20	 1.56303	 6.61833e-05
-20	 1.46218	 6.60654e-05
-20	 1.36134	 6.59476e-05
-20	 1.2605	 6.58297e-05
-20	 1.15966	 6.57118e-05
-20	 1.05882	 6.5594e-05
-20	 0.957983	 6.54761e-05
-20	 0.857143	 6.53583e-05
-20	 0.756303	 6.52404e-05
-20	 0.655462	 6.51225e-05
-20	 0.554622	 6.50047e-05
-20	 0.453782	 6.48868e-05
-20	 0.352941	 6.4769e-05
-20	 0.252101	 6.46511e-05
-20	 0.151261	 6.45332e-05
-20	 0.0504202	 6.44154e-05
-20	 -0.0504202	 6.42975e-05
-20	 -0.151261	 6.41797e-05
-20	 -0.252101	 6.40618e-05
-20	 -0.352941	 6.39439e-05
-20	 -0.453782	 6.38261e-05
-20	 -0.554622	 6.37082e-05
-20	 -0.655462	 6.35903e-05
-20	 -0.756303	 6.34725e-05
-20	 -0.857143	 6.33546e-05
-20	 -0.957983	 6.32368e-05
-20	 -1.05882	 6.31189e-05
-20	 -1.15966	 6.3001e-05
-20	 -1.2605	 6.28832e-05
-20	 -1.36134	 6.27653e-05
-20	 -1.46218	 6.26475e-05
-20	 -1.56303	 6.25296e-05
-20	 -1.66387	 6.24117e-05
-20	 -1.76471	 6.22939e-05
-20	 -1.86555	 6.2176e-05
-20	 -1.96639	 6.20581e-05
-20	 -2.06723	 6.19403e-05
-20	 -2.16807	 6.18224e-05
-20	 -2.26891	 6.17046e-05
-20	 -2.36975	 6.15867e-05
-20	 -2.47059	 6.14688e-05
-20	 -2.57143	 6.1351e-05
-20	 -2.67227	 6.12331e-05
-20	 -2.77311	 6.11153e-05
-20	 -2.87395	 6.09974e-05
-20	 -2.97479	 6.08795e-05
-20	 -3.07563	 6.07617e-05
-20	 -3.17647	 6.06438e-05
-20	 -3.27731	 6.05259e-05
-20	 -3.37815	 6.04081e-05
-20	 -3.47899	 6.02902e-05
